Text;Status
di jalan turangga itu mah udah lama sekali entah kenapa gak ada tindakan sama sekali dari aparatpada malas putar baliksolusi nya pasang tilang elektronik disitubiar pada kapok melawan arus;positif
PENEGAKAN HUKUM MELALUI TILANG ELEKTRONIK ETLE Kasat Lantas Polres OKI AKP MUHAMMAD SADELI SH;positif
Satlantas Polres Blitar Kota menggelar Operasi Patuh Semeru 2023 selama 2 pekan mulai dari 10 Juli hingga 24 Juli 2023 Hasilnya ada 29933 pelanggar lalu lintas yang ditindak baik melalui tilang elektronik menggunakan kamera ETLE statis mobil INCAR tilang manual maupun;positif
[Yang terbaru] Sekarang modushacker naymar pakai surat tilang elektronik via WHATSAPP Surat tilang asli dan resmi dikirm via Email;negatif
Yg kayak gitu difoto sampaikan ke polisi untuk dibuatkan tilang elektronik bisa nggak ya;positif
Kasat Lantas Polres Prabumulih bersama Gakkum Polres Prabumulih antarkan langsung surat konfirmasi tilang elektronik Kapolres Prabumulih AKBP Witdiardi SIK MH melalui Kasat Lantas Polres Prabumulih AKP MUTHE SH bersama Kanit Gakkum IPDA PARIYANTO SH;positif
Operasi Patuh Semeru 2023 di Kota Blitar Ratusan Kendaraan Kena Tilang Elektronik Selama pelaksanaan Operasi Patuh Semeru 2023 di Kota Blitar 591 kendaraan kena tilang elektronik dan 21 kendaraan kena tilang manual;positif
dan untuk Tilang Manual 1448 pengendara Sementara 408 pengendara lain yang melanggar ditilang secara elektronik menggunakan teknologi Electronic Traffic Law Enforcement ETLE baik Statis maupun Mobile Kemudian lanjut Kapolda Sulsel data Laka lantas selama Operasi Patuh;positif
Begini Cara Bayar Denda Surat Tilang Elektronik Mobil dan Motor;negatif
Kritik Buat Komdis PSSI Kerjanya Mirip Tilang Elektronik;positif
Mudah Cara Cek Tilang Elektronik Anda Diminta Memasukkan Pelat Nomor dari HP Otomatis Akan Ketahuan;positif
cuy gua sk de kamera tilang elektronik;positif
Dapat surat cinta tilang elektronik aww;positif
Total jumlah penindakan pelanggaran lalu lintas lalin baik ETLE tilang elektronik dan tilang manual 30159 kata Karo Penmas Divisi Humas Polri Brigjen Ahmad Ramadhan;positif
ETilang Prosedur Persidangan Tilang Elektronik;positif
Supriansa Usulkan Tilang Elektronik Terkoneksi dengan rekening Pemilik Kendaraan;positif
Tips Beli Mobil Bekas dari Korlantas Polri Jangan Lupa Cek Status Tilang Elektronik;positif
Cara Mengurus Tilang Elektronik Lengkap Ternyata Gampang;positif
Lebih oke klo denda tilang elektronik dipotong langsung dari rekening anggota dpr;positif
Begal Tembak mati ditempat Tilang elektronik Potong langsung dari rekening Bebas Korupsi KAU HIDUP DI SURGA SAJA;positif
Beh kalo data tilang elektronik bocor sekalian bocor sama nomor rekeningnya;negatif
Lgs tilang elektronik ajakn beres;positif
Sudah main tilang elektronik;positif
Operasi Patuh Satlantas Indramayu Catat 675 Pelanggar Dikenakan Tilang Elektronik dan 2091 Diberi Teguran;positif
DPR ini Usul Denda Tilang Elektronik Langsung Dipotong Dari Rekening Pribadi Milik Pelanggar;negatif
Kan ada tilang elektronik;negatif
Dear Warga Pangandaran Jangan Lupa Pakai Helm Sekarang Ada Tilang Elektronik;negatif
Rekening bank itu hak milik pribadi ga semestinya negara masuk ke ranah pribadi Usulan potong rekening langsung denda tilang elektronik ini harus ditentang atau ditolak;positif
Sistem Tilang Elektronik atau Electronic Law Enforcement ETLE baru saja dimulai secara nasional dari 23 Maret 2021 Sistem ini baru saja berjalan dua tahun tapi Polda Metro Jaya mulai kembali memberlakukan aturan tilang manual;positif
Solusi atasi kemacetan 1 Adakan Polantas di area TL tanpa petugas byk pengendara saling serobot 2 Pertegas penggunaan tilang elektronik krn CCTV bkn pajangan anggaran pengadaannya besar sia tdk terpakai 3 Operasi Patuh bkn sekedar wacana tp sbg pembelajaran disiplin;positif
aku kena tilang elektronik daerah bratang kira2 kena brp y;positif
Perlu diperhatikan bahwa sistem tilang elektronik yang terkoneksi dengan rekening dapat memberikan tekanan finansial pada masyarakat yang kurang mampu Oleh karena itu perlunya dipertimbangkan opsi pembayaran yang fleksibel dan perlindungan bagi mereka yang tidak mampu;negatif
POLISI LAPAR tilang elektronik ditinggalkan;positif
Makanya pasang kamera tilang elektronik Di negara lain kepolisian meraup uang dari surat tilang Yang melanggar kena jepret surat tilang dikirim ke alamat Kalo mobil mewah tilangnya lebih gede Di Finlandia ada orang kaya kena tilang 2 miliar rupiah;positif
Di negara lain kepolisian meraup uang dari surat tilang Pasang kamera tilang elektronik yang melanggar kena jepret surat tilang dikirim ke alamat atau whatsapp Kalo mobil mewah tilangnya lebih gede Di Finlandia ada orang kaya kena tilang Rp 2 039 832 634;positif
Anggota DPR Komisi III Fraksi Golkar Supriansa mengusulkan agar tilang elektronik ETLE dapat terkoneksi dengan rekening pengguna kendaraan Menurut dia lewat sistem ini denda pelanggaran dapat dipotong langsung dari rekening masyarakat atau dikenakan tagihan kartu kredit;positif
Polri Sat Lantas Jakarta Timur melaksanakan kegiatan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arah di depan Apartemen Bassura arah BKT Jl Basuki Rahmat Jatinegara Jaktim;positif
Udah ada tilang elektronik kn bos;positif
Hati hati jika naik motor tidak pakai helm melintasi jalur Bajawa sampai Kimia Farma bisa kena tilang elektronik;positif
Kunjungan Kerja Kapolda Jatim serta Peresmian Gedung Pelayanan Masyarakat SIM Walk Thru dan Pelayanan EKonfirmasi Tilang Elektronik bertempat di Mapolres Pasuruan Rabu 12 Juli 2023 Selengkapnya di Instagram humaspoldajatim;positif
Mekanisme pengurusan tilang elektronik  1 pengendara yang melanggar akan terekam cctv 2 plat nomor kendaraan yang melanggar akan diverifikasi dengan data yang dimiliki polisi dalam waktu 3 hari 3 polisi mengirimkan surat konfirmasi kepada pemilik kendaraan;positif
Tilang elektronik gak efektif ya pak;positif
Ilang 650M tapi bisa dpat dari Tilang elektronik dan amp manuallcuan double gak tuh;positif
Selain itu juga diresmikan EKonfirmasi Tilang Budhi Luhur Bhayangkara inovasi yang memanfaatkan teknologi untuk mempermudah proses konfirmasi tilang Dengan menggunakan sistem elektronik;positif
tilang elektronik malah pada pake plat palsu waktu itu pas polisi ga dibolehin tilang manual;positif
Kok main rampas aja ya Makanya tilang elektronik ga bisa jalan;positif
Sudah mulai cari2 seseran apa ya sekarangtilang elektronik sudah ga lagi;positif
Halo sobat semua Informasi Operasi Patuh Semeru 2023 sudah memasuki hari ke4 Sebagai upaya penegakan hukum bagi pengendara yang melanggar lalu lintas selama Operasi Patuh Semeru 2023 Polres Trenggalek menerapkan tilang elektronik atau electronic traffic law enforcement ETLE;positif
Di malaysia bisa masa berlaku 10 tahun Kalau butuh pemasukan yah perbanyak tilang elektronik Satu kendaraan 300500 ribu per kendaraan Pasang di zona motor lawan arah Panen bos;positif
Panen raya abis garing karna kemaren2 tilang elektronik;positif
Anggota DPR Usulkan Tilang Elektronik Terhung ke Rekening Agar Mudah Potong Denda Bagi Pelanggar;positif
Di +62 itu serba salah Tilang elektronik warga nya belum siap Tilang manual aparat nya belum siap terus mesti gimana yah Ada di posisi kritik tanpa solusi;positif
Dan sepertinya kalau sekarang udah jarang tilang manual udah ganti elektronik yaaa jadi nanti kalau kita melanggar tanpa sadar tiba2 aja dapat surat cinta yang datang kerumah wkwkwkwkwkkkk  Ini kejadian kapan kok masih ada tilang manual;positif
Dewan Perwakilan Rakyat DPR mengusulkan agar denda tilang elektronik bisa dipotong langsung dari rekening pelanggar Usulan tersebut disampaikan oleh anggota Komisi III DPR RI Wihadi Wiyanto via serambinews;positif
Operasi Patuh 2023 Tilang Manual dan Elektronik Diterapkan di Jayawijaya;positif
polisimintawaspadaimoduspenipuantilangelektronikdikirimviawa;positif
Jumlah tersebut merupakan akumulasi dari seluruh tindakan yang diambil Polri yaitu secara langsung maupun tilang secara elektronik;positif
Sore kak mjb Aku kan kena tilang elektronik bawa mobil genap di jalan ganjil Surat tilangnya dikirim lewat pos dan tertaulis denda maksimal 500rb Kalau aku dateng ke kejaksaan dan bayar di sana aja bisa lebih murah dr 500rb ga ya;positif
Sejak dimulai hari Senin 10 atau 7 kemarin Operasi Patuh Jaya 2023 telah menindak 15588 orang baik menggunakan tilang elektronik maupun tilang manual Pada tanggal 10 Juli 2023 total jumlah penindakan pelanggaran lalu lintas baik ETLE dan Tilang Manual sebanyak 15588 dan;negatif
Polisi Minta Waspadai Modus Penipuan Tilang Elektronik Dikirim via WA;negatif
Data tersebut terbandinh lurus dengan angka pelanggaran yang meningkat secara signifikan sebesar 1018 14% Dari data tilang elektronik tercatat telah ada 1218825 orang tertindak;positif
Penindakan di tempat diterapkan bagi pelanggaran yang tidak tertangani oleh tilang elektronik eTLE Beberapa pelanggaran lalu lintas lainnya yang dilakukan penindakan di tempat yaitu penggunaan knalpot bising atau brong dengan cara dilakukan penyitaan;positif
[4] akan ditekankan pada pengendara yang ugalugalan dan amp kendaraan roda 4 yang membawa muatan berlebih Sementara tilang elektronik eTilang kata dia akan mendeteksi pengendara yang tidak menggunakan helm menerobos rambu lalu lintas maupun melawan arus Mulya mengimbau;positif
[3] Argowiyono mengatakan jika melanggar pengendara bisa dikenakan tilang elektronik maupun tilang manual Sementara untuk sanksi menyesuaikan dengan bentuk pelanggarannya sesuai aturan yang berlaku AKP Mulya Sugiharto Kasatlantas Polres Blitar Kota menambahkan tilang manual;positif
Katanya sih di tuntang ada di ungaran kayaknya ada tilang elektronik juga tp selama ini nggak pernah kena;negatif
APEL GELAR PASUKAN OPERASI PATUH KAYAN 2023 Penindakan hukum menggunakan tilang elektronik atau manual untuk menciptakan kamseltibcarlantaas dan budaya tertib berlalu lintas;positif
Polda Kalsel Utamakan Tilang Elektronik Selama Patuh Intan 2023;negatif
Jalan Layang Non Tol JLNT Casablanca Jakarta Selatan segera dipasang ETLE electronic traffic law enforcement atau tilang elektronik;negatif
Tilang elektronik tuh kalau pelanggar nya belum punya SIM yang bagian ini diisi apa ya Boleh pakai SIM punya bapak kah;negatif
Sebagai contoh meskipun oot Pemerintah buat kebijakan tilang elektronik Tindakan masyarakat Ngesolatip plat nomornya Atau apapun itu sampai plat nomornya ga bisa dikenali See Ini semua mental masyarakat Emang udah bobrok aja;positif
Mau manual atau elektronik ngak masalah yang penting itu tujuan Tilang itu apa Kalau sekedar mencari cari kesalahan wajib pajak dan warga negara Ya selamanya tidak akan tertib;positif
Kl tukang dorong mobil mogok pas musim banjir jadi anggota DPR  Ya kayak gini lah kwalitasnya Otak nya ke enceran kecampur air got soalnya gitu lho Sudah jelas dalam uji coba banyak kasus salah baca data salah kirim surat tilang elektronik nya Dasar otak cabul;positif
Polda Jateng Gelar Operasi Patuh 2023 Utamakan Penindakan Tilang Elektronik;positif
Pasrah aja kalo dikirimin surat tilang elektronik wkwkwk;positif
Tilang elektronik ini bukan tdk bisa dijalankan tetapi keliatan POLISI nya yg ogah;positif
Yah kejadian lg Mang perlu ditindak keras krn sdh sering kejadian akibat kelakuan mengemudi yg serampangan Cuma ada rambu ada kamera tilang elektronik ga ngaruh;positif
Sim ga perlu perpanjang Tambahkan tilang elektronik Kalau yg melanggar cabut sim nya suruh ujian ulang les ulang kelar perkara;positif
Tilang elektronik seperti nya belum berdampak positif pak masih banyak yang melanggar aturan di jalan pak;positif
DALAM OPERASI PATUH KAYAN 2023 KALI INI TERDAPAT SATGAS GAKKUM SEBAGAI SATUAN TUGAS PENEGAKAN HUKUM ATAS PELANGGARAN LALU LINTAS YANG SEBELUMNYA KITA SUDAH MENSOSIALISASIKANNYA TENTANG PEMBERLAKUAN TILANG MANUAL DISAMPING TILANG ELEKTRONIK atau ETLE;negatif
Satlantas Polres Subang Lakukan Penindakan Pelanggaran Kasat Mata dengan Tilang Elektronik;positif
akan memadukan 2 mekanisme penindakan tilang yaitu tilang elektronik ETLE dan tilang manual Demikian diungkapkan Direktur Lalulintas Polda Jateng Kombes Pol Agus Suryo Nugroho pada Rabu 5 atau 7 atau 2023 Di Jawa Tengah ETLE Electronic Traffic Law Enforcement prioritas tetapi;positif
tilangelektronikpolrimasihbutuhkan3465kameraetle;positif
aseli gua kena elektronik tilang ini gajelas bgt neg kenanya gope prosesnya berbelit lagi mobil mobil pejabat yg masuk jalur busway kaga dipoto;positif
Ya kan kalo tilang elektronik di perempatan jalan gitu yg difoto plat motornya;positif
Ngindarin tilang elektronik;positif
Gelar Operasi Patuh Maung Polda Banten Utamakan Tilang Elektronik;positif
Sarifuffin Sudding selaku Anggota Komisi III DPR RI meminta tilang elektronik berlaku tanpa pandang bulu Hal tersebut disampaikan oleh beliau pada rapat antara Komisi III DPR RI dengan kepala Korlantas Polri Irjen Irman Firman Shantyabudi di gedung parlemen rabu kemarin;positif
ETLE atau tilang elektronik yg menggunakan kamera harus diberlakukan tanpa pandang bulu Hal ini demi meningkatkan kedisiplinan lalu lintas selain itu yg melanggar harus di tindak sesuai dengan hukum yg berlaku;positif
Gelar Operasi Patuh 2023 Ditlantas Polda Jateng Utamakan Penindakan Tilang Elektronik;positif
Bilang aja gagal tilang elektronik;positif
Ngadi ngadi ae pak Persis koyo critane tilang elektronik Tp nilange dudu dek jalan raya besar tp dek jalan desa;positif
Nitip tanya saat mau urus STNK 5 tahun diinfo kalau ada 3 tilang elektronik krn langgar ganjilgenap nominal 500rb atau tilang itu bisa ajukan pengadilan jg  Konteks melanggar gage karena tugas di RS saat status pandemi;positif
Aku dah bilang temanku buat ditilang aja gpp minta tilang elektronik Tapi POLISI INI MANFAATIN TEMANKU YG KETAKUTAN GEMETER NERVOUS STNK NYA DIBAWA DAN KALO MAU DIBALIKIN SURUH BAYAR;positif
Kasus penipuan ini terus berkembang mulai dari modus kurir paket undangan pernikahan surat tilang elektronik eTLE tagihan internet lowongan pekerjaan hingga operator seluler;positif
Dari awal sy ga respect sm Kapolri ini kerjanya lelet nunggu viral puncaknya kasus sambo tilang elektronik ga jelas plat kendaraan di ganti warna putih penanganan kasuz2 sngat lambat ga tahu kenapa beliau ini dipertahankan pak JKW mungkin kren kedekatan waktu di solo;negatif
Tilang Manual Diberlakukan Kasat Lantas Polres Sumedang Pengendara Kena Tilang Elektronik Masih Banyak;positif
Pak tilang electronik sebaiknya dikembalikan lagi dan tilang manual ditiadakan Kalau Korlantas beralasan  Sejak tilang elektronik diberlakukan maka pelanggaran meningkat Itu penyebabnya petugas lalu lintas tdk mau mengambil foto para pelanggar lalu lintas entah apa sebabnya;positif
pasang alat tilang elektronik biaya gede gedean dmn mn eh gak lama kembali tilang manual satu satu benahi klo belum beres satu satu ya susah;positif
PTSL sertifikat tanah gratis dan pemberlakuan tilang elektronik;positif
Kena tilang elektronik didaerah situ;positif
Paling ntar jadi aturan y gagal kaya tilang elektronik balik lagi ke manual;positif
Harusnya video gini bisa jadi bukti tilang elektronik;negatif
Kan dah bisa pake Tilang Elektronik;positif
Karena masifnya pelanggaran saat perbanyak teknologi Tilang Elektronik dibeberapa ruas jalan biayanya murah dari pada tambah resource sdm;negatif
Gara2 tilang elektronik jd cari celah lain;positif
Iyaaa kan orang indo pinter ngakalin Paling bener tu ya pake tilang elektronik;negatif
Setelah tilang mobil atau  motor di perlakukan elektronik saatnya ada rasia topi Karan kurang etika Hati2 ya gaes;positif
Aipda Rudi Anggota Polsek Cisaat  Polres Sukabumi Kota Sedang memberikan Himbauan Kepada Pengemudi Sepeda Motor Tentang Etle Tilang Elektronik;positif
Apresiasi Masyarakat Atas Sistem Pelayanan Tilang Elektronik ETLE Pada hari Kamis 8 Juni 2023 pukul 0900 WITA bertempat di Ruang Posko ETLE Gakkum Dit Lantas Polda Bali masyarakat atas nama I Gst Ngurah Agung Johan datang ke Ruang ETLE untuk melaksanakan konfirmasi;positif
Apresiasi Masyarakat Atas Sistem Pelayanan Tilang Elektronik ETLE;positif
Apresiasi Masyarakat Atas Sistem Pelayanan Tilang Elektronik ETLE Pada hari Kamis 8 Juni 2023 pukul 0900 WITA bertempat di Ruang Posko ETLE Gakkum Dit Lantas Polda Bali masyarakat atas nama I Gst Ngurah Agung Johan datang ke Ruang ETLE;positif
Apresiasi Masyarakat Atas Sistem Pelayanan Tilang Elektronik ETLE Pada hari Kamis 8 Juni 2023 pkl 0900 WITA di Ruang Posko ETLE Gakkum Dit Lantas Polda Bali masyarakat atas nama I Gst Ngurah Agung Johan datang ke Ruang ETLE untuk melaksanakan konfirmasi tilang elektronik;positif
APRESIASI ETLE POLDA BALImp4Apresiasi Masyarakat Atas Sistem Pelayanan Tilang Elektronik ETLE Pada hari Kamis 8 Juni 2023 pukul 0900 WITA bertempat di Ruang Posko ETLE Gakkum Dit Lantas Polda Bali masyarakat atas nama I Gst Ngurah Agung Johan datang ke Ruang ETLE;positif
Apresiasi Masyarakat Atas Sistem Pelayanan Tilang Elektronik ETLE Kamis 8 Juni 2023 pukul 0900 WITA di Ruang Posko ETLE Gakkum Dit Lantas Polda Bali masyarakat atas nama I Gst Ngurah Agung Johan datang ke Ruang ETLE untuk melaksanakan konfirmasi tilang elektronik;positif
Yaalaahhh papa guee kena tilang lewat surat elektronik;positif
Tilang elektronik gak kepake lagi;positif
Cara Pembayaran Tilang Elektronik;positif
1025 Tim ETLE Mobile Sat Lantas Jakarta Pusat melakukan penidakan tilang secara elektronik kepada pengendara motor dan mobil yang melanggar masuk melalui jalur busway di Tl Galur Jl Letjend R Suprpato Jakpus;positif
Panit 1 Lantas Ipda Lili Triaat Mawijaya Polsek Cisaat  Polres Sukabumi Kota Sosialisasi Tilang Manual dan Etle  tilang elektronik;positif
Cara Bayar Denda Tilang Elektronik Secara Online dan Offline;positif
Baik min kordinasi kan pada pihak terkait soal camera tilang elektronik di kota lama berfungsi atau tidak dan untuk camera yang di seluruh kota lama semuanya berfungsi enggak dan untuk penambahan titiktitik baru kamera di lalu lintas mohon di kebut di kerjakan dan lainya min;positif
Jalannya sekarang juga udah luasluas cuman tetep hatihati Udah mulai ada tilang elektronik lewat foto itu Hatihati juga sama kendaraan lainnya karena jalan agak besar jadi ngebut semua Atur waktu nder biar kamu nggak terlalu ngebut di jalan nanti;positif
Satlantas Polres Singkawang telah melalukan penindakan terhadap pelanggar lalu lintas dengan tilang non elektronik terutama kepada pelanggaran lalu lintas yang banyak dikeluhkan masyarakat diantaranya penggunaan knalpot brong dan kebut kebutan di jalan;positif
MANTAN GW LAPORAN ABIS KENA TILANG ELEKTRONIK PAS PULANG PACARAN DL KETAUAN NYA SEKARANG PAS MAU PERPANJANGAN STNK ANJING SORI Y MAL;negatif
ETLE Tabanan Hampir Rampung Tilang Elektronik Segera Dilaksanakan  Korlantas Korp Lalulintas Polri saat ini pun masih tahap mensetting penggunaan alat;positif
Tim ETLE Mobile Sat Lantas Jakarta Pusat melaksanakan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arah di depan Dunkin Donut Gajah Mada Jl Hayam Wuruk Jakpus;positif
yg saya kecewakan knpa kena tilang 10x dri th 2021 tdk ada surat pemberitahuan di th 2022 perpanjang STNK msh bisa tdk ada pemblokiran tlng pencerahannya ya  krna ini sangat memberatkan bgi saya apa memang seprti ini tilang elektroniktdk ada surat pemberitahuan;positif
Assalamualaikum  ada ga sih yg senasib dng saya suami kena tilang elektronik dari th 2021 bru ketahuan skrng itupun ga sengaja mau cek besar pembayaran pajak menggunakan aplikasi tenyata nomor di blok dan ternyata melanggar aturan ganjil genap;positif
Panit 1 Lantas Ipda Lili Triaat Mawijaya Polsek Cisaat  Polres Sukabumi Kota sambangi warga dan Sosialisasikan Tilang Manual dan Tilang elektronik juga pendidikan keamanan berlalulintas;positif
Pak jendral tlg kembalikan ke peraturan hanya tilang elektronikTilang manual kek gini cuma membuka kesempatan anak buah bapak buat kknYakinlah pak;negatif
Polri diketahui sudah kembali menerapkan proses tilang manual setelah sebelumnya meniadakan tilang manual dan mengandalkan tilang elektronik;positif
Jadi untuk apa segala macam infrastruktur utk keperluan tilang elektronik  Buat gaya  gayaan doang;positif
Mustinya ditempat kaya gini dipasang cctv tilang elektronik Negara pasti panen denda tilang nih;positif
Tim ETLE Mobile Sat Lantas Jakarta Timur melaksanakan kegiatan penindakan tilang elektronik kepada pengendara mobil yang melanggar kebijakan GanjilGenap  GAGE  di Kebon Nanas Jl DI Panjaitan Jaktim;positif
Hidup lagi Bu Bu nya lu malah kena tilang elektronik;positif
Panit 1 Lantas Ipda Lili Triaat Mawijaya Polsek Cisaat  Polres Sukabumi Kota Sosialisasi Tilang Manual dan Tilang elektronik kepada para driver Ojek online;positif
jenisjenis pelanggaran yang ditindak dengan tilang non elektronik ni;negatif
Pak kaporli dg diberlakukan tilang elektronik itu suatu prestasi bagi polri sbb mengurangi celah pelanggar lalulibtas main mata dg petugaskl kembali ke manual itu kemunduran;positif
sevaiknya tilang elektronik segera berlaku disemua daerah sehingga tdk ada lagi peluang pelanggar lalulintas main mata Kondisi tdk ada tilang manual merupakan prestasi Kepolisian RI;positif
ngga ada cuma tiba tiba dapet surat tilang elektronik aja;positif
Sat Lantas Polres MBD Laksanakan Sosialisasi Pemberlakuan Kembali Tilang Non Elektronik Kepada Masyarakat;positif
1205 Tim ETLE Mobile Sat Lantas Jakarta Selatan melakukan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arus dan tidak menggunakan helm di Tanah Kusir Kebayoran Lama Jaksel TMCPoldaMetro;positif
1205 Tim ETLE Mobile Sat Lantas Jakarta Selatan melakukan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arus dan tidak menggunakan helm di Tanah Kusir Kebayoran Lama Jaksel;positif
1155 RT  Tim ETLE Mobile Sat Lantas Jakarta Pusat melakukan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arus dan tidak menggunakan helm di Jl Garuda Kemayoran Jakpus;positif
1111 Tim ETLE Mobile Sat Lantas Jakarta Pusat melakukan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arus dan tidak menggunakan helm di Jl Garuda Kemayoran Jakpus TMCPoldaMetro;negatif
1111 Tim ETLE Mobile Sat Lantas Jakarta Pusat melakukan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arus dan tidak menggunakan helm di Jl Garuda Kemayoran Jakpus;positif
Apakah ada kaitannya dengan jebolnya kebijakan tilang elektronik dan diberlakukan kembalinya tilang manual;negatif
iya min soalnya tilang elektronik gak menguntungkan buat ngopi;negatif
RT  Tim ETLE Mobile Sat Lantas Jakarta Timur melakukan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arah dan tidak menggunakan helm di Jl Bekasi Timur Raya Pulogadung Jaktim;positif
Tim ETLE Mobile Sat Lantas Jakarta Timur melakukan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arah dan tidak menggunakan helm di Jl Bekasi Timur Raya Pulogadung Jaktim TMCPoldaMetro;positif
Tim ETLE Mobile Sat Lantas Jakarta Timur melakukan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arah dan tidak menggunakan helm di Jl Bekasi Timur Raya Pulogadung Jaktim;positif
Bisa ga sih lapor ke porles gitu biar di tilang elektronik jd kl kita di gituin trs kita foto sambil bilang tunggu surat cintany y pak gitu;positif
Jadi cepunya tilang elektronik boleh kali ya buat orang2 tolol yg masih ngerokok sambil berkendara;positif
itu sayang fotonya blur kalau jelas bisa buat tilang elektronik;positif
sistem tilang elektronik bos wkwkkwkwk;positif
from this to this ini mahhhh kemarin santai bgt gabuat buat sim krn mikir tilang elektronik skrg pusinh sendiri krn nnt kerjanya dr seninsabtu dan bawa motor dan gapunya simmm;positif
Makane sing sering moco berita ojok moco time line twitter ae Tilang manual kembali diberlakukan selain menggunakan tilang elektronik;positif
PENJELASAN TILANG ELEKTRONIK PADA JUMAT CURHAT;negatif
Sekarang tilang manual berlaku lagi lho Lur Tahun 2023 Kepolisian RI kembali memberlakukan kembali tilang manual khususnya di tempat yang belum terjangkau sistem elektronik atau electronic traffic law enforcement ETLE;positif
Polres Cirebon Kota Berlakukan Tilang Manual dan Elektronik Mulai Hari Ini;positif
kondektur tj rangkap jabatan petugas tilang polantas nek nemu sing semrawut ngono wi tinggal difoto masuk tilang elektronik;positif
Mulai Tanggal 1 Juni 2023 Selain Tilang Elektronik Sat Lantas Polres Bogor Akan Melaksanakan Penindakan Pelanggaran Lau Lintas ditempat Atau Tilang Non Elektronik dengan Blangko Tilang;positif
Pasang tilang elektronik di jalur busway buat mobil atau motor;positif
Bagus lah tilang mah ulah elektronik Loba jamet knalpot gandengna bebeledugan ka benget mun di tukangen na teh coy;negatif
Mulai Tanggal 1 Juni 2023 Selain Tilang Elektronik Sat Lantas Polres Bogor Akan Melaksanakan Penindakan Pelanggaran Lau Lintas ditempat Atau Tilang Non Elektronik dengan Blangko Tilang Yuk mari kita tertib berlalu lintas untuk keamanan dan keselamatan kita bersama;positif
Kapolres Prabumulih AKBP Witdiardi melalui Kasat Lantas Polres Prabumulih konfirmasi pelanggar ETLE Dalam menerapkan tilang elektronik ETLE di wilkum Polres Prabumulih AKBP Witdiardi SIK MH melalui Kasat Lantas Polres Prabumulih AKP Mute SH;positif
Berdasarkan Surat Telegram Kapolri Nomor ST atau 830 atau IV atau HUK62 atau 2023 12 April 2023 tilang manual kembali diadakan Penilangan manual ini untuk lebih mengoptimalisasikan tilang elektronik atau ETLE yang telah berjalan;negatif
Zaman skrg udh gabsa di begobegoin pake klarifikasi yang begitu pak klo 19902000 baru bapak masuk akal ngmng begini saiki 2023 pak ini tilang aja udh elektronik Nyatain aja klo emg salah yaudah salah ï;positif
Katanya udah tilang elektronik;positif
Satlantas Polres Singkawang Gencarkan Sosialisasi Pemberlakuan Tilang Manual dan Elektronik;positif
Selamat pagi Pak Peristiwa ini katanya di Semarang Oh ya Nitip pesan jika jadi Presiden 20242034 minta tolong ketertiban masyarakat dalam berkendara diutamakan deh Tilang elektronik pantau CCTV akan bagus;positif
Harus dipasang tilang elektronik dan pintu palang otomatis;positif
Dengan ada nya tilang elektronik bisa lebih sedikit mengurai kemacetan karena untuk bapak bapak polisi di tempatkan di setiap simpang lampu merah jadi untuk lalulintas tidak begitu padat dan bisa mengurai kemacetan trimakasi bapak bapak polisi terus semangat tetap berjuang;negatif
Sudut Pandang Dualisme Penerapan Tilang  Manual Dan Elektronik Bersama Dr Lukman Hakim M Fauzi SIP;negatif
SATLANTAS POLRES SINGKAWANG PEMASANGAN BENER HIMBAUAN TILANG NON ELEKTRONIK;positif
Penilangan manual ini untuk mengoptimalisasikan tilang elektronik ETLE yang telah dilakukan selama ini Selama pemberlakuan penuh tilang elektronik banyak masyarakat yang mencoba mengakali aturan Hal seperti ini membuat kedisiplinan pengguna jalan menjadi kurang berantakan;positif
Tim ETLE Mobile Sat Lantas Jakarta Timur melakukan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arah dan tidak menggunakan helm di samping Flyover Pondok Bambu Jl Jend Basuki Rachmat;positif
Tim ETLE Mobile Sat Lantas Jakarta Timur melakukan penindakan tilang secara elektronik kepada pengendara motor yang melanggar lawan arah dan tidak menggunakan helm di samping Flyover Pondok Bambu Jl Jend Basuki Rachmat Jaktim;negatif
Cara Bayar Tilang Elektronik Online lewat BANK BRI BRIMO dengan Mudah;positif
SATLANTAS POLRES SINGKAWANG PEMASANGAN BENER HIMBAUAN TENTANG TILANG NON ELEKTRONIK;negatif
Kalo dari timur ke barat setiap pagi kendaraan R2 suka di bebaskan masuk jalur cepatanehnya kalo dari barat dulu sebelum tilang elektronik suka di tindak;positif
udah bener pake tilang elektronik malah balik jaman bahula apa emang sdm nya belum siap atau emang ga mumpuni atau emang ga sesuai target denda yg dijanjikan ke kemenkeu hehehe semoga alasannya karena setoran dilapangan kurang;positif
Cara bayar tilang elektronik melalui BRI Mobile Banking atau BRImo bisa dilakukan di menu Pembayaran;positif
